"","X1","R-Squared","AIC Score","BIC Score","ID","Model"
"1480",3,0.252353393080345,70.8014068058489,76.8957859301899,32,"Baranyi"
"1481",4,NA,NA,NA,32,"Buchanan"
"1482",5,0.424605722835422,62.2545340442799,67.1300373437527,32,"Quadratic"
"1483",6,0.623335230804636,53.6620360508194,59.7564151751604,32,"Polynomial"
"1484",7,0.0971708150922085,71.5164807016152,75.1731081762198,32,"Linear"
"1485",1,0.925952930440485,4.82005708962675,9.36203395334335,33,"Logistic"
"1486",2,0.914115106071262,10.2311178809534,15.9085889605992,33,"Gompertz"
"1487",3,NA,NA,NA,33,"Baranyi"
"1488",4,NA,NA,NA,33,"Buchanan"
"1489",5,0.563756995883807,45.6105219193026,50.1524987830192,33,"Quadratic"
"1490",6,0.740784215728033,35.6381346197097,41.3156056993554,33,"Polynomial"
"1491",7,0.138975356513849,59.2487667657295,62.655249413517,33,"Linear"
"1492",1,0.878767337250132,24.7196491005152,29.2616259642318,34,"Logistic"
"1493",2,0.860561363113957,29.9376502526082,35.615121332254,34,"Gompertz"
"1494",3,NA,NA,NA,34,"Baranyi"
"1495",4,NA,NA,NA,34,"Buchanan"
"1496",5,0.548514098771676,54.96079921999,59.5027760837066,34,"Quadratic"
"1497",6,0.751290235006399,43.2468759916346,48.9243470712804,34,"Polynomial"
"1498",7,0.0690730946484791,69.6044413964072,73.0109240441946,34,"Linear"
"1499",1,0.981311416029827,-42.3933224757008,-36.5303788645019,35,"Logistic"
"1500",2,0.99333073342665,-73.3662171860332,-66.0375376720345,35,"Gompertz"
